ID,Label
342,11
343,8
344,5
345,8
346,8
347,11
348,8
349,5
350,8
351,11
352,8
353,11
354,15
355,8
356,11
357,15
358,8
359,2
360,8
361,11
362,11
363,5
364,5
365,8
366,5
367,11
368,8
369,11
370,11
371,8
372,8
373,8
374,11
375,11
376,8
377,11
378,5
379,5
380,8
381,5
382,8
383,5
384,5
385,11
386,15
387,11
388,5
389,2
390,5
391,11
392,2
393,2
394,8
395,8
396,8
397,8
398,2
399,8
400,5
401,2
402,5
403,8
404,5
405,8
406,5
407,8
408,8
409,8
410,5
411,8
412,8
413,11
414,11
415,8
416,15
417,8
418,8
419,2
420,15
421,11
422,15
423,5
424,8
425,8
426,8
427,5
428,8
429,11
430,2
431,11
432,5
433,8
434,8
435,8
436,11
437,5
438,8
439,5
440,11
441,5
442,11
443,8
444,5
445,8
446,11
447,8
448,15
449,5
450,5
451,11
452,5
453,8
454,5
455,11
456,5
457,5
458,8
459,8
460,15
461,8
462,8
463,5
464,11
465,8
466,8
467,8
468,15
469,11
470,11
471,11
472,5
473,8
474,11
475,8
476,8
477,5
478,8
479,11
480,5
481,2
482,8
483,5
484,15
485,2
486,8
487,2
488,8
489,8
490,5
491,15
492,11
493,8
494,8
495,5
496,2
497,5
498,11
499,11
500,2
501,8
502,11
503,11
504,8
505,5
506,5
507,5
508,8
509,5
510,8
511,8
512,11
513,5
514,8
515,8
516,5
517,8
518,8
519,5
520,8
521,11
522,5
523,5
524,11
525,8
526,5
527,15
528,8
529,8
530,8
531,2
532,11
533,15
534,8
535,8
536,8
537,8
538,8
539,5
540,5
541,11
542,2
543,8
544,11
545,5
546,11
547,11
548,15
549,11
550,2
551,5
552,11
553,15
554,11
555,5
556,8
557,8
558,5
559,11
560,8
561,15
562,8
563,8
564,5
565,5
566,2
567,11
568,8
569,8
570,8
571,11
572,8
573,15
574,2
575,5
576,8
577,11
578,11
579,8
580,5
581,5
582,8
583,5
584,5
585,8
586,5
587,15
588,5
589,8
590,15
591,5
592,8
593,5
594,8
595,11
596,11
597,11
598,8
599,5
600,15
601,5
602,11
603,5
604,5
605,2
606,8
607,5
608,5
609,8
610,2
611,5
612,8
613,8
614,5
615,8
616,8
617,8
618,5
619,5
620,8
621,8
622,8
623,11
624,5
625,8
626,8
627,8
628,11
629,5
630,8
631,8
632,8
633,5
634,5
635,11
636,5
637,5
638,5
639,11
640,8
641,8
642,2
643,5
644,2
645,8
646,5
647,5
648,5
649,2
650,8
651,15
652,5
653,11
654,8
655,8
656,5
657,11
658,8
659,5
660,11
661,8
662,8
663,8
664,5
665,8
666,11
667,5
668,8
669,5
670,8
671,11
672,11
673,5
674,8
675,11
676,5
677,8
678,11
679,8
680,5
681,8
682,8
683,8
684,8
685,5
686,8
687,2
688,5
689,5
690,2
691,5
692,17
693,5
694,5
695,8
696,8
697,8
698,8
699,11
700,8
701,5
702,5
703,8
704,5
705,5
706,11
707,8
708,2
709,8
710,11
711,11
712,11
713,5
714,5
715,5
716,15
717,8
718,8
719,8
720,5
721,8
722,8
723,8
724,5
725,8
726,11
727,8
728,8
729,5
730,8
731,11
732,8
733,5
734,8
735,5
736,8
737,8
738,8
739,5
740,8
741,8
742,5
743,8
744,2
745,5
746,15
747,11
748,5
749,8
750,11
751,8
752,8
753,8
754,5
755,8
756,11
757,11
758,8
759,2
760,8
761,11
762,8
763,15
764,8
765,5
766,8
767,5
768,11
769,8
770,8
771,5
772,8
773,8
774,8
775,8
776,11
777,8
778,8
779,15
780,5
781,11
782,8
783,8
784,8
785,5
786,5
787,8
788,5
789,8
790,11
791,5
792,11
793,2
794,5
795,8
796,8
797,5
798,5
799,5
800,2
801,15
802,5
803,5
804,11
805,8
806,2
807,11
808,15
809,11
810,15
811,8
812,8
813,5
814,8
815,8
816,11
817,2
818,2
819,8
820,5
821,8
822,11
823,5
824,8
825,11
826,8
827,11
828,8
829,8
830,8
831,8
832,5
833,11
834,2
835,5
836,5
837,8
838,8
839,11
840,5
841,11
842,5
843,5
844,15
845,5
846,8
847,8
848,2
849,11
850,5
851,5
852,8
853,8
854,8
855,5
856,8
857,11
858,5
859,5
860,15
861,8
862,8
863,11
864,5
865,5
866,11
867,2
868,8
869,8
870,5
871,11
872,11
873,8
874,5
875,15
876,8
877,8
878,8
879,5
880,5
881,8
882,11
883,11
884,11
885,8
886,8
887,8
888,8
889,11
890,11
891,11
892,8
893,8
894,11
895,2
896,8
897,8
898,5
899,11
900,8
901,8
902,8
903,8
904,8
905,5
906,5
907,8
908,5
909,8
910,5
911,8
912,11
913,11
914,5
915,5
916,2
917,5
918,8
919,8
920,8
921,5
922,2
923,15
924,2
925,15
926,8
927,8
928,8
929,2
930,8
931,11
932,5
933,8
934,8
935,5
936,11
937,8
938,8
939,8
940,8
941,2
942,5
943,5
944,8
945,2
946,11
947,5
948,8
949,8
950,11
951,5
952,5
953,11
954,8
955,5
956,11
957,5
958,8
959,5
960,8
961,8
962,8
963,8
964,8
965,5
966,8
967,11
968,5
969,11
970,5
971,11
972,11
973,5
974,8
975,8
976,11
977,5
978,5
979,5
980,11
981,11
982,5
983,11
984,15
985,5
986,2
987,8
988,5
989,11
990,11
991,5
992,8
993,8
994,17
995,8
996,11
997,8
998,8
999,5
1000,11
1001,11
1002,8
1003,5
1004,5
1005,5
1006,11
1007,8
1008,2
1009,8
1010,8
1011,11
1012,8
1013,5
1014,11
1015,5
1016,11
1017,11
1018,11
1019,8
1020,8
1021,8
1022,11
1023,8
1024,11
1025,11
1026,8
1027,5
1028,11
1029,11
1030,15
1031,5
1032,5
1033,5
1034,8
1035,5
1036,8
1037,5
1038,5
1039,5
1040,8
1041,8
1042,8
1043,8
1044,11
1045,8
1046,15
1047,5
1048,15
1049,8
1050,11
1051,11
1052,5
1053,2
1054,15
1055,5
1056,8
1057,8
1058,11
1059,8
1060,8
1061,11
1062,11
1063,11
1064,8
1065,11
1066,8
1067,11
1068,5
1069,8
1070,8
1071,5
1072,2
1073,5
1074,5
1075,2
1076,5
1077,8
1078,2
1079,5
1080,5
1081,15
1082,11
1083,8
1084,11
1085,8
1086,5
1087,15
1088,5
1089,8
1090,8
1091,5
1092,8
1093,5
1094,11
1095,5
1096,11
1097,8
1098,5
1099,5
1100,5
1101,8
1102,5
1103,8
1104,8
1105,2
1106,5
1107,5
1108,8
1109,11
1110,11
1111,5
1112,11
1113,11
1114,11
1115,11
1116,11
1117,8
1118,8
1119,11
1120,8
1121,5
1122,8
1123,11
1124,8
1125,8
1126,8
1127,8
1128,11
1129,5
1130,8
1131,8
1132,15
1133,8
1134,5
1135,2
1136,8
1137,5
1138,5
1139,5
1140,5
1141,11
1142,2
1143,8
1144,8
1145,5
1146,8
1147,17
1148,2
1149,5
1150,8
1151,5
1152,5
1153,8
1154,8
1155,8
1156,8
1157,8
1158,5
1159,8
1160,15
1161,8
1162,11
1163,2
1164,8
1165,8
1166,5
1167,8
1168,5
1169,5
1170,5
1171,5
1172,5
1173,5
1174,5
1175,5
1176,8
1177,5
1178,8
1179,11
1180,5
1181,11
1182,8
1183,11
1184,8
1185,8
1186,8
1187,11
1188,11
1189,5
1190,11
1191,5
1192,5
1193,5
1194,5
1195,8
1196,8
1197,11
1198,11
1199,8
1200,11
1201,8
1202,8
1203,15
1204,5
1205,8
1206,5
1207,11
1208,8
1209,5
1210,8
1211,5
1212,11
1213,8
1214,8
1215,8
1216,15
1217,8
1218,11
1219,8
1220,11
1221,15
1222,2
1223,15
1224,11
1225,11
1226,5
1227,8
1228,8
1229,8
1230,5
1231,8
1232,11
1233,5
1234,11
1235,2
1236,8
1237,11
1238,5
1239,5
1240,5
1241,11
1242,8
1243,8
1244,8
1245,5
1246,11
1247,11
1248,8
1249,8
1250,8
1251,5
1252,11
1253,11
1254,8
1255,8
1256,8
1257,5
1258,11
1259,11
1260,2
1261,5
1262,15
1263,8
1264,8
1265,8
1266,5
1267,8
1268,11
1269,8
1270,8
1271,5
1272,5
1273,5
1274,8
1275,8
1276,8
1277,5
1278,11
1279,5
1280,8
1281,5
1282,15
1283,11
1284,5
1285,5
1286,8
1287,5
1288,11
1289,15
1290,8
1291,8
1292,11
1293,8
1294,11
1295,5
1296,8
1297,5
1298,2
1299,8
1300,8
1301,2
1302,8
1303,11
1304,11
1305,5
1306,8
1307,8
1308,5
1309,8
1310,8
1311,8
1312,5
1313,2
1314,11
1315,5
1316,8
1317,8
1318,8
1319,8
1320,8
1321,8
1322,11
1323,8
1324,5
1325,8
1326,5
1327,8
1328,15
1329,5
1330,5
1331,8
1332,8
1333,5
1334,2
1335,8
1336,5
1337,11
1338,2
1339,8
1340,8
1341,11
1342,15
1343,5
1344,11
1345,2
1346,8
1347,8
1348,11
1349,5
1350,15
1351,8
1352,5
1353,5
1354,8
1355,11
1356,8
1357,8
1358,5
1359,8
1360,8
1361,5
1362,11
1363,2
1364,8
1365,8
1366,11
1367,15
1368,8
1369,5
1370,8
1371,8
1372,5
1373,5
1374,8
1375,11
1376,11
1377,8
1378,11
1379,8
1380,2
1381,8
1382,11
1383,5
1384,5
1385,8
1386,8
1387,5
1388,5
1389,8
1390,8
1391,11
1392,5
1393,8
1394,5
1395,8
1396,8
1397,5
1398,2
1399,8
1400,8
1401,5
1402,2
1403,5
1404,2
1405,8
1406,5
1407,8
1408,5
1409,11
1410,15
1411,5
1412,5
1413,5
1414,11
1415,11
1416,11
1417,5
1418,5
1419,8
1420,11
1421,8
1422,2
1423,5
1424,8
1425,8
1426,5
1427,15
1428,8
1429,11
1430,11
1431,8
1432,11
1433,8
1434,5
1435,5
1436,8
1437,11
1438,11
1439,2
1440,8
1441,8
1442,2
1443,5
1444,11
1445,5
1446,8
1447,5
1448,8
1449,5
1450,8
1451,8
1452,5
1453,8
1454,5
1455,2
1456,11
1457,5
1458,5
1459,8
1460,5
1461,11
1462,5
1463,8
1464,8
1465,5
1466,5
1467,8
1468,8
1469,11
1470,5
1471,5
1472,8
1473,5
1474,2
1475,8
1476,8
1477,11
1478,5
1479,8
1480,8
1481,8
1482,2
1483,11
1484,5
1485,5
1486,11
1487,11
1488,15
1489,15
1490,8
1491,11
1492,5
1493,15
1494,8
1495,2
1496,5
1497,8
1498,5
1499,2
1500,5
1501,5
1502,8
1503,2
1504,11
1505,8
1506,5
1507,8
1508,2
1509,8
1510,5
1511,8
1512,8
1513,8
1514,5
1515,11
1516,8
1517,11
1518,11
1519,15
1520,5
1521,5
1522,8
1523,5
1524,2
1525,5
1526,5
1527,5
1528,5
1529,15
1530,8
1531,11
1532,8
1533,8
1534,11
1535,8
1536,8
1537,8
1538,8
1539,11
1540,8
1541,5
1542,8
1543,11
1544,5
1545,8
1546,11
1547,5
1548,11
1549,8
1550,8
1551,8
1552,5
1553,5
1554,11
1555,11
1556,8
1557,5
1558,8
1559,11
1560,8
1561,5
1562,8
1563,5
1564,8
1565,2
1566,11
1567,2
1568,5
1569,5
1570,8
1571,8
1572,11
1573,5
1574,5
1575,8
1576,5
1577,5
1578,8
1579,8
1580,8
1581,8
1582,8
1583,11
1584,5
1585,11
1586,8
1587,11
1588,5
1589,8
1590,8
1591,8
1592,8
1593,5
1594,5
1595,15
1596,2
1597,5
1598,5
1599,11
1600,5
1601,2
1602,2
1603,8
1604,8
1605,8
1606,11
1607,2
1608,15
1609,8
1610,8
1611,8
1612,8
1613,5
1614,8
1615,8
1616,5
1617,8
1618,8
1619,11
1620,5
1621,2
1622,8
1623,8
1624,8
1625,11
1626,15
1627,8
1628,8
1629,5
1630,2
1631,8
1632,11
1633,8
1634,8
1635,8
1636,2
1637,15
1638,8
1639,5
1640,8
1641,8
1642,8
1643,8
1644,8
1645,8
1646,8
1647,5
1648,5
1649,11
1650,5
1651,5
1652,15
1653,2
1654,5
1655,11
1656,8
1657,11
1658,5
1659,8
1660,5
1661,5
1662,8
1663,15
1664,15
1665,15
1666,5
1667,5
1668,8
1669,8
1670,8
1671,8
1672,15
1673,8
1674,8
1675,11
1676,5
1677,5
1678,11
1679,5
1680,8
1681,11
1682,8
1683,8
1684,8
1685,8
1686,5
1687,5
1688,5
1689,11
1690,15
1691,2
1692,8
1693,8
1694,15
1695,8
1696,2
1697,8
1698,5
1699,8
1700,2
1701,8
1702,15
1703,8
1704,2
1705,2
1706,8
1707,8
1708,8
1709,8
1710,8
1711,8
1712,5
1713,2
1714,8
1715,11
1716,8
1717,5
1718,8
1719,5
1720,11
1721,8
1722,5
1723,5
1724,8
1725,8
1726,8
1727,8
1728,8
1729,8
1730,15
1731,8
1732,11
1733,5
1734,5
1735,11
1736,11
1737,5
1738,11
1739,5
1740,5
1741,8
1742,2
1743,5
1744,5
1745,8
1746,5
1747,8
1748,5
1749,8
1750,8
1751,8
1752,5
1753,8
1754,2
1755,5
1756,8
1757,2
1758,8
1759,8
1760,5
1761,11
1762,11
1763,11
1764,8
1765,5
1766,8
1767,11
1768,8
1769,5
1770,8
1771,8
1772,5
1773,11
1774,8
1775,8
1776,8
1777,11
1778,15
1779,15
1780,5
1781,8
1782,8
1783,5
1784,2
1785,2
1786,5
1787,15
1788,5
1789,8
1790,11
1791,8
1792,5
1793,8
1794,11
1795,11
1796,8
1797,5
1798,8
1799,5
1800,2
1801,5
1802,8
1803,8
1804,11
1805,11
1806,8
1807,8
1808,15
1809,11
1810,15
1811,8
1812,17
1813,11
1814,11
1815,15
1816,5
1817,11
1818,11
1819,8
1820,8
1821,8
1822,5
1823,5
1824,5
1825,8
1826,8
1827,8
1828,11
1829,11
1830,5
1831,15
1832,5
1833,8
1834,8
1835,11
1836,11
1837,8
1838,5
1839,15
1840,8
1841,15
1842,11
1843,11
1844,11
1845,5
1846,8
1847,8
1848,8
1849,15
1850,11
1851,8
1852,5
1853,5
1854,5
1855,11
1856,11
1857,8
1858,5
1859,15
1860,5
1861,15
1862,5
1863,8
1864,8
1865,5
1866,5
1867,5
1868,11
1869,5
1870,5
1871,5
1872,8
1873,11
1874,5
1875,8
1876,8
1877,5
1878,2
1879,5
1880,5
1881,11
1882,5
1883,8
1884,5
1885,11
1886,5
1887,5
1888,5
1889,8
1890,5
1891,5
1892,8
1893,8
1894,11
1895,5
1896,5
1897,8
1898,8
1899,8
1900,5
1901,8
1902,11
1903,2
1904,8
1905,2
1906,2
1907,5
1908,8
1909,8
1910,5
1911,8
1912,11
1913,5
1914,8
1915,5
1916,8
1917,2
1918,8
1919,8
1920,8
1921,5
1922,8
1923,5
1924,5
1925,15
1926,15
1927,8
1928,8
1929,8
1930,8
1931,11
1932,5
1933,8
1934,8
1935,11
1936,11
1937,8
1938,8
1939,8
1940,5
1941,5
1942,11
1943,11
1944,5
1945,8
1946,5
1947,11
1948,11
1949,8
1950,2
1951,8
1952,2
1953,8
1954,8
1955,11
1956,11
1957,8
1958,2
1959,11
1960,11
1961,11
1962,11
1963,11
1964,5
1965,5
1966,11
1967,8
1968,8
1969,11
1970,5
1971,8
1972,5
1973,11
1974,11
1975,15
1976,11
1977,8
1978,5
1979,11
1980,5
1981,11
1982,11
1983,8
1984,15
1985,11
1986,8
1987,5
1988,8
1989,8
1990,5
1991,8
1992,11
1993,5
1994,11
1995,11
1996,8
1997,5
1998,5
1999,8
2000,8
2001,8
2002,11
2003,8
2004,11
2005,8
2006,11
2007,5
2008,11
2009,11
2010,11
2011,8
2012,5
2013,8
2014,11
2015,11
2016,8
2017,8
2018,8
2019,5
2020,5
2021,15
2022,5
2023,8
2024,8
2025,8
2026,11
2027,8
2028,2
2029,5
2030,11
2031,2
2032,11
2033,15
2034,5
2035,5
2036,5
2037,8
2038,8
2039,8
2040,5
2041,5
2042,2
2043,5
2044,5
2045,8
2046,11
2047,8
2048,2
2049,8
2050,8
2051,8
2052,5
2053,5
2054,8
2055,8
2056,8
2057,8
2058,15
2059,5
2060,8
2061,8
2062,5
2063,5
2064,11
2065,5
2066,5
2067,8
2068,15
2069,8
2070,15
2071,2
2072,5
2073,2
2074,8
2075,8
2076,5
2077,2
2078,5
2079,5
2080,5
2081,11
2082,2
2083,5
2084,5
2085,8
2086,8
2087,8
2088,15
2089,5
2090,8
2091,8
2092,5
2093,2
2094,2
2095,8
2096,8
2097,5
2098,5
2099,5
2100,11
2101,15
2102,5
2103,8
2104,8
2105,8
2106,11
2107,5
2108,5
2109,11
2110,11
2111,5
2112,5
2113,8
2114,8
2115,5
2116,2
2117,8
2118,11
2119,2
2120,2
2121,5
2122,8
2123,8
2124,5
2125,5
2126,8
2127,5
2128,8
2129,8
2130,11
2131,15
2132,15
2133,5
2134,8
2135,15
2136,5
2137,5
2138,15
2139,15
2140,5
2141,8
2142,5
2143,8
2144,5
2145,11
2146,11
2147,5
2148,11
2149,11
2150,15
2151,8
2152,11
2153,8
2154,8
2155,8
2156,8
2157,2
2158,8
2159,5
2160,11
2161,8
2162,5
2163,5
2164,11
2165,8
2166,8
2167,15
2168,8
2169,8
2170,11
2171,11
2172,5
2173,5
2174,5
2175,5
2176,5
2177,11
2178,2
2179,8
2180,8
2181,8
2182,11
2183,11
2184,8
2185,5
2186,8
2187,5
2188,8
2189,8
2190,8
2191,5
2192,11
2193,8
2194,11
2195,8
2196,11
2197,5
2198,15
2199,11
2200,2
2201,8
2202,11
2203,5
2204,5
2205,11
2206,8
2207,2
2208,5
2209,8
2210,11
2211,5
2212,5
2213,5
2214,15
2215,8
2216,11
2217,5
2218,5
2219,5
2220,5
2221,5
2222,8
2223,5
2224,2
2225,5
2226,15
2227,8
2228,11
2229,5
2230,5
2231,5
2232,11
2233,17
2234,5
2235,11
2236,5
2237,5
2238,8
2239,8
2240,5
2241,8
2242,5
2243,5
2244,5
2245,8
2246,15
2247,11
2248,2
2249,15
2250,5
2251,11
2252,8
2253,5
2254,5
2255,2
2256,5
2257,11
2258,11
2259,11
2260,2
2261,15
2262,5
2263,8
2264,5
2265,8
2266,8
2267,8
2268,8
2269,5
2270,5
2271,8
2272,5
2273,5
2274,5
2275,11
2276,8
2277,11
2278,8
2279,2
2280,11
2281,8
2282,5
2283,8
2284,5
2285,8
2286,5
2287,8
2288,8
2289,8
2290,5
2291,8
2292,8
2293,15
2294,11
2295,8
2296,8
2297,8
2298,8
2299,11
2300,8
2301,8
2302,8
2303,5
2304,5
2305,5
2306,5
2307,5
2308,5
2309,5
2310,8
2311,2
2312,8
2313,8
2314,5
2315,2
2316,2
2317,8
2318,11
2319,2
2320,8
2321,5
2322,5
2323,11
2324,15
2325,8
2326,5
2327,11
2328,11
2329,5
2330,11
2331,8
2332,2
2333,8
2334,5
2335,2
2336,11
2337,8
2338,5
2339,11
2340,5
2341,11
2342,8
2343,8
2344,5
2345,8
2346,11
2347,11
2348,8
2349,5
2350,11
2351,8
2352,5
2353,2
2354,8
2355,8
2356,11
2357,5
2358,8
2359,8
2360,8
2361,5
2362,8
2363,5
2364,8
2365,8
2366,5
2367,5
2368,8
2369,5
2370,8
2371,8
2372,8
2373,8
2374,11
2375,8
2376,5
2377,8
2378,11
2379,5
2380,8
2381,5
2382,5
2383,11
2384,8
2385,15
2386,15
2387,5
2388,8
2389,15
2390,5
2391,15
2392,11
2393,8
2394,5
2395,8
2396,8
2397,5
2398,15
2399,5
2400,8
2401,8
2402,5
2403,5
2404,2
2405,5
2406,5
2407,5
2408,11
2409,8
2410,5
2411,8
2412,8
2413,5
2414,5
2415,5
2416,8
2417,5
2418,8
2419,5
2420,8
2421,8
2422,8
2423,5
2424,5
2425,5
2426,5
2427,8
2428,11
2429,2
2430,8
2431,8
2432,5
2433,8
2434,11
2435,11
2436,8
2437,5
2438,11
2439,8
2440,5
2441,8
2442,8
2443,5
2444,15
2445,11
2446,11
2447,5
2448,5
2449,8
2450,2
2451,5
2452,5
2453,5
2454,8
2455,8
2456,8
2457,5
2458,8
2459,5
2460,11
2461,8
2462,11
2463,5
2464,5
2465,8
2466,5
2467,8
2468,8
2469,8
2470,11
2471,8
2472,5
2473,8
2474,11
2475,11
2476,5
2477,8
2478,5
2479,8
2480,5
2481,5
2482,8
2483,5
2484,11
2485,5
2486,8
2487,8
2488,5
2489,5
2490,11
2491,8
2492,11
2493,11
2494,8
2495,8
2496,8
2497,8
2498,11
2499,11
2500,11
2501,8
2502,5
2503,8
2504,5
2505,5
2506,5
2507,17
2508,8
2509,11
2510,5
2511,5
2512,8
2513,8
2514,8
2515,5
2516,2
2517,5
2518,8
2519,8
2520,8
2521,15
2522,8
2523,5
2524,15
2525,5
2526,5
2527,5
2528,8
2529,11
2530,5
2531,2
2532,8
2533,8
2534,8
2535,11
2536,8
2537,5
2538,5
2539,5
2540,5
2541,5
2542,8
2543,5
2544,5
2545,5
2546,5
2547,8
2548,8
2549,5
2550,11
2551,15
2552,15
2553,8
2554,8
2555,5
2556,5
2557,8
2558,11
2559,8
2560,11
2561,8
2562,5
2563,11
2564,11
2565,8
2566,8
2567,8
2568,11
2569,5
2570,8
2571,2
2572,8
2573,8
2574,8
2575,8
2576,5
2577,8
2578,5
2579,5
2580,5
2581,5
2582,5
2583,5
2584,5
2585,11
2586,8
2587,11
2588,11
2589,8
2590,8
2591,8
2592,8
2593,11
2594,15
2595,11
2596,5
2597,8
2598,5
2599,5
2600,11
2601,11
2602,5
2603,5
2604,11
2605,11
2606,5
2607,11
2608,5
2609,5
2610,8
2611,11
2612,8
2613,5
2614,11
2615,5
2616,11
2617,11
2618,8
2619,5
2620,8
2621,5
2622,8
2623,11
2624,8
2625,8
2626,8
2627,15
2628,8
2629,5
2630,8
2631,8
2632,8
2633,8
2634,8
2635,8
2636,5
2637,8
2638,2
2639,8
2640,5
2641,2
2642,8
2643,5
2644,5
2645,17
2646,2
2647,8
2648,5
2649,8
2650,8
2651,8
2652,5
2653,5
2654,11
2655,8
2656,5
2657,8
2658,2
2659,8
2660,2
2661,5
2662,8
2663,8
2664,5
2665,8
2666,8
2667,11
2668,15
2669,8
2670,8
2671,15
2672,11
2673,11
2674,15
2675,8
2676,5
2677,8
2678,5
2679,8
2680,2
2681,5
2682,11
2683,11
2684,8
2685,8
2686,8
2687,5
2688,8
2689,5
2690,8
2691,8
2692,8
2693,8
2694,5
2695,11
2696,11
2697,8
2698,8
2699,5
2700,2
2701,8
2702,8
2703,8
2704,8
2705,5
2706,8
2707,8
2708,8
2709,5
2710,2
2711,11
2712,11
2713,8
2714,5
2715,8
2716,5
2717,11
2718,8
2719,8
2720,8
2721,8
2722,5
2723,15
2724,11
2725,11
2726,11
2727,5
2728,8
2729,5
2730,5
2731,8
2732,8
2733,8
2734,5
2735,8
2736,5
2737,5
2738,8
2739,5
2740,8
2741,2
2742,15
2743,5
2744,5
2745,5
2746,8
2747,8
2748,8
2749,5
2750,8
2751,11
2752,8
2753,8
2754,5
2755,8
2756,5
2757,11
2758,17
2759,8
2760,11
2761,11
2762,2
2763,11
2764,8
2765,5
2766,8
2767,8
2768,11
2769,15
2770,8
2771,15
2772,15
2773,15
2774,15
2775,5
2776,5
2777,8
2778,15
2779,5
2780,11
2781,8
2782,5
2783,5
2784,11
2785,5
2786,5
2787,11
2788,15
2789,2
2790,8
2791,8
2792,2
2793,8
2794,11
2795,15
2796,5
2797,8
2798,5
2799,8
2800,5
2801,8
2802,8
2803,8
2804,5
2805,5
2806,5
2807,11
2808,8
2809,11
2810,5
2811,15
2812,5
2813,8
2814,11
2815,5
2816,11
2817,8
2818,15
2819,8
2820,11
2821,2
2822,8
2823,8
2824,15
2825,5
2826,5
2827,11
2828,5
2829,8
2830,8
2831,5
2832,5
2833,8
2834,5
2835,5
2836,8
2837,5
2838,8
2839,5
2840,8
2841,11
2842,11
2843,11
2844,8
2845,5
2846,5
2847,15
2848,8
2849,8
2850,5
2851,5
2852,8
2853,5
2854,5
2855,8
2856,15
2857,11
2858,8
2859,5
2860,2
2861,11
2862,2
2863,8
2864,11
2865,8
2866,5
2867,8
2868,8
2869,2
2870,5
2871,5
2872,11
2873,11
2874,11
2875,5
2876,15
2877,2
2878,8
2879,11
2880,11
2881,8
2882,11
2883,5
2884,8
2885,8
2886,11
2887,5
2888,8
2889,8
2890,11
2891,11
2892,8
2893,8
2894,8
2895,5
2896,5
2897,5
2898,11
2899,8
2900,5
2901,8
2902,11
2903,8
2904,15
2905,8
2906,8
2907,11
2908,15
2909,8
2910,11
2911,8
2912,8
2913,2
2914,8
2915,5
2916,11
2917,15
2918,15
2919,8
2920,8
2921,2
2922,8
2923,11
2924,15
2925,11
2926,5
2927,11
2928,11
2929,5
2930,5
2931,8
2932,5
2933,8
2934,8
2935,8
2936,8
2937,15
2938,8
2939,8
2940,15
2941,5
2942,8
2943,15
2944,8
2945,5
2946,11
2947,5
2948,2
2949,11
2950,8
2951,15
2952,5
2953,11
2954,11
2955,8
2956,5
2957,5
2958,5
2959,15
2960,5
2961,8
2962,11
2963,8
2964,8
2965,15
2966,5
2967,5
2968,15
2969,5
2970,15
2971,8
2972,11
2973,11
2974,11
2975,11
2976,8
2977,5
2978,15
2979,8
2980,11
2981,8
2982,8
2983,11
2984,8
2985,11
2986,11
2987,8
2988,8
2989,2
2990,8
2991,5
2992,5
2993,11
2994,8
2995,8
2996,8
